,Museo Regional de Guadalajara,MUSA Museo de las Artes Universidad de Guadalajara,Museo de la Ciudad de Guadalajara,Museo Palacio Ocampo,Museo de Paleontología de Guadalajara,Museo de Arte de Zapopan,Casa Museo López Portillo,Museo de las Artes Populares de Jalisco,Museo del Ejército y Fuerza Aérea,Museo De Sitio Del Palacio De Gobierno,Zoológico Guadalajara,El Tejaban,Acuario del Zoológico Guadalajara,"Antártida, el reino de los pingüinos",Zoológico,Parque Villa Fantasía,Villa Australiana,"Herpetario, la tierra de los reptiles y anfibios.",Natura Pet,Zoológico de Esculturas - Juegos,Parque Revolución,Parque Morelos,Parque Alcalde,Parque Agua Azul,Parque Expiatorio,Parque de La Liberación,Parque San Jacinto,Parque Jardines del Nilo,Parque la Calma,Parque González Gallo,Andares Centro Comercial,Fórum Tlaquepaque,Centro Comercial Plaza Patria,Plaza Real Center,La Gran Plaza Fashion Mall,Punto Sur,Centro Magno,Centro Sur,Centro Comercial Plaza Lomas,Plaza Galerías Guadalajara,Hotel Riu Plaza Guadalajara,Hyatt Regency Andares Guadalajara,Fiesta Americana Guadalajara
Parque Revolución,11.040125920868100,16.671094676852900,19.397548263941500,28.340900001618100,11.187993289794800,13.9469875510113,11.013170842530000,11.097769196271200,12.594256975189100,11.045546036466700,15.610411311047700,13.223703670863800,15.203461829927300,15.291718914539500,12.123853523054100,13.285457606213000,15.726470561608200,15.728865895728600,11.626844871999700,11.629116024939000,0.0,11.766692243542800,28.518155899707200,36.43654016980140,16.30951711181410,11.49320712711840,16.47679146584110,17.66811189930090,16.773948971436100,12.237654248840400,16.302325980291900,13.872918304239000,12.66979649853830,18.327979470529400,15.460926182944700,20.9317887355418,12.745724902998700,15.41507103850710,18.632926943440200,18.446108888156900,14.180477254793400,16.3494078310895,13.66902533874830
Parque Morelos,29.221235851274600,12.116746501421600,11.338494731685500,11.068562437067900,33.03076378765860,15.630631056603100,30.178584586344400,27.364070311644000,34.00921167614790,29.112261222646100,13.88428107838240,11.53151139487880,13.478827978822100,13.566307440561300,11.837213199544900,14.936489902261000,14.001284129155000,14.000401549044500,12.491724467133100,9.652241145946440,11.766692243542800,0.0,11.203893165063400,11.046749470116400,12.104955809686900,11.287326547923500,14.726634111855900,15.929265853292200,18.536749261650200,34.217609347672500,18.037134966572400,12.203485314029300,14.334813767022000,20.050630184743500,17.224958132311500,22.672342988458800,14.510559688080800,17.129868654683900,16.898544234328600,20.208675080250900,15.9470564078542,18.08152897634370,15.433560956146500
Parque Alcalde,23.491506960891900,11.022065714743700,16.69643489964940,18.29152182328010,36.96306299907440,14.427771273426200,21.77702512645430,24.070854994428700,12.072089738548000,24.3891071668071,14.950028516179300,12.562748642607100,14.543560584291300,14.631950340874900,27.92914169191780,13.732597297118900,15.065199990500400,15.069529774332800,12.1035544191487,11.065666920097800,28.518155899707200,11.203893165063400,0.0,32.72280834730100,11.023739527755200,11.478072967122700,15.92212671415790,17.129074885856000,17.418261962494200,11.87481854510940,16.84420785656800,13.39820555866190,13.131589276448900,18.852205846944600,16.064084543681300,21.601644204710600,13.360181850110000,16.103370640101000,18.09930034301550,19.040849596529100,14.802963688017700,16.887377541744400,14.278314157242500
Parque Agua Azul,21.602450081176100,11.263720557692400,26.42268084782240,19.453583524944,13.655248204099800,14.883028762167200,22.700818551188300,23.909111647410500,11.753684222881500,20.605448728304300,14.915684169112100,12.578069596619600,14.512033584385800,14.59889835998350,11.104626442179900,14.227406760263500,15.032878315554800,15.03028813328040,11.50311733634610,36.20487615323900,36.43654016980140,11.046749470116400,32.72280834730100,0.0,11.239389577122000,26.596177963019400,15.615572515578500,16.789816894728400,17.580260367623800,11.308640222293500,17.21092012056200,12.970713885563800,13.611303117008900,19.24262639394390,16.326006771062200,21.673779980023500,13.619165290386400,16.118382834430500,17.748431282228200,19.311399498928800,15.031333837535800,17.26000146683230,14.538226510955500
Parque Expiatorio,11.378323523437700,6.29125195964867,30.704290341244100,11.037113771590100,11.493437859961400,13.645179167332100,11.352194302297700,11.436761220581100,12.926904076345500,11.382785118851900,15.948304758688500,13.56102090130330,15.54136023796780,15.629643272825900,17.142456070604200,12.998513210606800,16.06427444214610,16.06688682654760,11.607544458089700,11.967695742044500,16.30951711181410,12.104955809686900,11.023739527755200,11.239389577122000,0.0,11.729259140780300,16.809544636974200,17.99801308735360,16.434682093699700,12.546298009423400,15.979027235216400,14.19504195593140,12.381917801042700,18.00786374416060,15.125588320964000,20.594280843081600,12.41041754873750,15.082625589509800,18.96158982266450,18.111332527369500,13.842972167171500,16.027036729810600,13.333655452270100
Parque de La Liberación,11.058483101121300,11.761081514575400,11.274438015195900,11.081138695617400,24.27832752273480,15.342667647041100,11.10659424100800,11.108243330368300,11.69834443611530,11.02267994395790,14.927603630715200,12.7141077093719,14.534837141287400,14.618515119398300,11.684260862905400,14.717653450508200,15.044117470669500,15.036159248818700,11.29542444893080,11.235349817251000,11.49320712711840,11.287326547923500,11.478072967122700,26.596177963019400,11.729259140780300,0.0,15.396252491202900,16.530728919584500,17.820701976384600,11.06703412978240,17.59546635696570,12.711371420789400,14.10219461629140,19.633250454952900,16.64685570237870,21.827740234021800,13.980366681773900,16.264861848193,17.472550692775400,19.619123067400300,15.34469622443820,17.648165415821300,14.880445724676000
Parque San Jacinto,15.444063038027600,16.82546856337210,16.057166254900200,15.777824711283400,15.356598081624000,20.345516939322300,15.478220723861700,15.394643898026300,13.882710847965700,15.434764021828400,11.97183666737780,13.55468035293340,12.128875803165500,12.084731625854800,16.562298530899000,19.64170666253450,11.956595491264300,11.915281286209500,16.61447201121470,14.866201101044700,16.47679146584110,14.726634111855900,15.92212671415790,15.615572515578500,16.809544636974200,15.396252491202900,0.0,11.22302091846840,23.19014994821050,14.35009154367960,22.763678738382400,12.685515701852000,19.04921121336480,24.774305304625700,21.93344550388920,27.22303273637280,19.21926733353190,21.660950278491900,12.193786407644700,24.919716549957900,20.64370468148270,22.807831629251000,20.142052548229900
Parque Jardines del Nilo,16.641238104572600,18.015291074254900,17.252804672810500,16.97142697567550,16.530191741891100,21.555745105245000,16.677130195594800,16.594152182713200,15.075646032058800,16.630476556108800,12.998959007878300,14.777109532449700,13.23881948910750,13.180093403461200,17.760749541553400,20.854554409286500,12.951606031890700,12.914436855646800,17.711639698418900,16.06872341607180,17.66811189930090,15.929265853292200,17.129074885856000,16.789816894728400,17.99801308735360,16.530728919584500,11.22302091846840,0.0,24.34650478117520,15.504653560936800,23.96440306813030,13.828174667137100,20.259261525689700,25.97989454502110,23.115259145259900,28.33754444575650,20.404267073411600,22.783318581833200,37.41234527412340,26.101058070737200,21.821094075403400,24.009538757391500,21.32571545851150
Parque la Calma,17.81104302313620,16.4255777914597,17.20555359570310,17.46842411410930,17.837792146457000,13.630615446880500,17.786573960054600,17.871058371358200,19.33058513215330,17.81338193974950,22.367918254033200,19.981002239636100,21.96163095408800,22.050020983889700,16.733659605980400,14.260530878512800,22.482848408422100,22.487577265102800,16.723895120931300,18.400646464202100,16.773948971436100,18.536749261650200,17.418261962494200,17.580260367623800,16.434682093699700,17.820701976384600,23.19014994821050,24.34650478117520,0.0,18.84366696765860,11.944395973002400,20.518919542930000,14.636566315106300,12.858051829441000,11.556961605359800,14.266088533590400,14.068996482502000,11.839192042953900,25.292633665030000,12.018898170707200,12.635418744501300,11.995633504088300,13.17658960449680
Parque González Gallo,11.320310775250700,12.56928331781540,11.867242787992500,11.58641774628390,11.05286460437450,16.184628543681200,11.37156488198760,11.307195340946200,28.15870417973730,11.295026037425900,13.886556199653900,11.808033277457400,13.500828317859500,13.582498635257600,12.373690044233300,15.51927443997480,14.002238449357200,13.992215444925400,12.349798245907800,36.82919547382860,12.237654248840400,34.217609347672500,11.87481854510940,11.308640222293500,12.546298009423400,11.06703412978240,14.35009154367960,15.504653560936800,18.84366696765860,0.0,18.519174527353100,11.676644882217400,14.904930592942100,20.55124111062610,17.62213291644330,22.883058190271000,14.922267399525100,17.31920469782540,16.457006427337300,20.605080330781300,16.323757000375900,18.568441280408400,15.838393940879600
Andares Centro Comercial,17.323240518493800,15.959000135658800,16.712467931106600,16.994993637660800,17.468503904358400,12.477948782011900,17.28732392991850,17.370428512830000,18.889256908939700,17.334398102915800,21.68398926198440,19.34480119767840,21.286095241864800,21.373361866465500,16.203678196237600,13.19957995447140,21.79415331137800,21.805076771886700,16.722715453743000,17.897570195512200,16.302325980291900,18.037134966572400,16.84420785656800,17.21092012056200,15.979027235216400,17.59546635696570,22.763678738382400,23.96440306813030,11.944395973002400,18.519174527353100,0.0,20.173940291830700,13.74562831349430,12.038076914826200,11.225529789077500,15.687590492120700,13.615486604664800,12.995077311075900,24.9316943868571,12.374349617739700,12.36013104877840,7.417842847216490,12.736583762424200
Fórum Tlaquepaque,12.873483341953600,14.214953045825100,13.47244138733940,13.187712595305000,12.71132172526630,17.805474862556400,12.915517254138200,12.836405248832700,11.336041512791400,12.857626033188700,12.628056893821600,11.692954004257300,12.318798266841700,12.38012260092560,13.98484217752520,17.122222314100500,12.73079821228390,12.708052539566700,13.936641438607400,12.337787844077900,13.872918304239000,12.203485314029300,13.39820555866190,12.970713885563800,14.19504195593140,12.711371420789400,12.685515701852000,13.828174667137100,20.518919542930000,11.676644882217400,20.173940291830700,0.0,16.514156940503100,22.20089270953420,19.295096580945200,24.537517112731200,16.589862278474900,18.975598511892900,14.78086997898480,22.27933498803960,17.998112477454600,20.22161880107620,17.508672298420900
Centro Comercial Plaza Patria,13.640873916061100,12.353644014866600,13.0458682230433,13.330598571123900,13.857709146259300,11.29648387130490,13.599818655968600,13.680257667556600,15.1999548978172,13.6565465777976,17.940317416695800,15.600353345338200,17.541501191210800,17.62890120276010,12.534306702842700,25.553906089944700,18.05100356884240,18.061391051207500,13.584300960785400,14.195998142465600,12.66979649853830,14.334813767022000,13.131589276448900,13.611303117008900,12.381917801042700,14.10219461629140,19.04921121336480,20.259261525689700,14.636566315106300,14.904930592942100,13.74562831349430,16.514156940503100,0.0,15.730041383634400,13.133495205863900,18.902652555554400,11.024271348623100,13.830440067930500,21.230041106765200,16.02555363881890,12.065535476917200,13.783654919167600,11.543646553482500
Plaza Real Center,19.341849958338400,17.98689150033490,18.733464555363200,19.017056761801100,19.4995059861404,14.437757277922000,19.304506507963600,19.386992372348200,20.907926845755500,19.35414873483960,23.637969652459900,21.3238671509051,23.24442693066620,23.330953009781700,18.222774317560900,15.153522351652500,23.746177027017800,23.758947113187000,18.750460120334400,19.91118191750290,18.327979470529400,20.050630184743500,18.852205846944600,19.24262639394390,18.00786374416060,19.633250454952900,24.774305304625700,25.97989454502110,12.858051829441000,20.55124111062610,12.038076914826200,22.20089270953420,15.730041383634400,0.0,13.12082930931970,14.846509805620500,15.653516435295000,14.545834504872300,26.94891691836320,11.437464074652800,14.367876876358100,11.985201080583000,14.770784778063900
La Gran Plaza Fashion Mall,16.499698986068200,15.111091801160800,15.886560611550100,16.161150449668400,16.5856630181762,12.074007405650000,16.469611458160800,16.554099709090300,18.051723055232300,16.506270268980900,20.990931493487600,18.615608573535500,20.586942527632600,20.6751295612051,15.392838586975700,12.717247945805100,21.10421571610150,21.11151084977580,15.67680644793010,17.086324692529300,15.460926182944700,17.224958132311500,16.064084543681300,16.326006771062200,15.125588320964000,16.64685570237870,21.93344550388920,23.115259145259900,11.556961605359800,17.62213291644330,11.225529789077500,19.295096580945200,13.133495205863900,13.12082930931970,0.0,15.796888202835600,12.715253547508000,11.854912309159400,24.074411533883900,12.98629944972410,11.302228635366000,11.297504509847,11.791950960871600
Punto Sur,21.95425909830860,20.58950625698380,21.36266209938800,21.612229088706700,21.92502862337000,17.85819615859740,21.93506055547640,22.018587973789700,23.42480429316660,21.952774468500200,26.542095840942600,24.15529867235480,26.135152554348100,26.223382397658700,20.91377283475590,18.514059139134100,26.65821960735220,26.660387240015300,20.62667833827240,22.540034380667000,20.9317887355418,22.672342988458800,21.601644204710600,21.673779980023500,20.594280843081600,21.827740234021800,27.22303273637280,28.33754444575650,14.266088533590400,22.883058190271000,15.687590492120700,24.537517112731200,18.902652555554400,14.846509805620500,15.796888202835600,0.0,18.294272477740700,15.56385725879740,29.25897297090070,13.524173665728800,16.88368653746560,15.698574922119900,17.42678412405220
Centro Magno,13.784857990031100,12.395846271352500,13.172066020531800,13.44595136945990,13.87854671149320,11.575451792090300,13.75533342332050,13.83988502936930,15.336980856265700,13.791160190607000,18.30450616396350,15.920593292768900,17.89882905456520,17.987189382664500,12.682342036960500,11.286030396132800,18.418941361001400,18.42453212000210,13.166225607567400,14.372144161586900,12.745724902998700,14.510559688080800,13.360181850110000,13.619165290386400,12.41041754873750,13.980366681773900,19.21926733353190,20.404267073411600,14.068996482502000,14.922267399525100,13.615486604664800,16.589862278474900,11.024271348623100,15.653516435295000,12.715253547508000,18.294272477740700,0.0,12.968351441823800,21.365549924370800,15.700929388851700,11.442933512612600,13.668882184516700,35.77701595693880
Centro Sur,16.41940491900750,15.081931985407000,15.841550272219900,16.079760440490500,16.367323793067000,13.294164306837700,16.403693585424600,16.486107484496800,17.865870920833800,16.415636198788400,21.011300723590600,18.632065756120100,20.604886781877600,20.69277466189030,15.419249652790100,13.686401672137000,21.128024725650800,21.128331716180900,15.081717314891900,17.000106207474100,15.41507103850710,17.129868654683900,16.103370640101000,16.118382834430500,15.082625589509800,16.264861848193,21.660950278491900,22.783318581833200,11.839192042953900,17.31920469782540,12.995077311075900,18.975598511892900,13.830440067930500,14.545834504872300,11.854912309159400,15.56385725879740,12.968351441823800,0.0,23.711960821356600,13.857624480033300,11.858544523305800,13.066669831104600,12.306329098419700
Centro Comercial Plaza Lomas,17.608554439246700,18.979391554087200,18.219362640298800,17.93737132111620,17.488780424256000,22.52650480477830,17.645007638940600,17.562252568115300,16.042440010648200,17.59730265604160,13.869962281896300,15.74512846800060,14.144853937006800,14.079863815509000,18.728136994503000,21.826036366750000,13.808914038180200,13.77477798958520,18.633192535775600,17.0379249528551,18.632926943440200,16.898544234328600,18.09930034301550,17.748431282228200,18.96158982266450,17.472550692775400,12.193786407644700,37.41234527412340,25.292633665030000,16.457006427337300,24.9316943868571,14.78086997898480,21.230041106765200,26.94891691836320,24.074411533883900,29.25897297090070,21.365549924370800,23.711960821356600,0.0,27.059445959774100,22.778505990633200,24.977211301022700,22.28614649443180
Plaza Galerías Guadalajara,19.484114209435100,18.09646923327220,18.870674762310400,19.1462632211193,19.571051629927900,14.807572300338500,19.453353449958500,19.537753610604400,21.037814665463100,19.491133575840500,23.94859296853470,21.58295391586350,23.54646104274740,23.634399848971800,18.374247023692600,15.521242725503800,24.0608057410041,24.069473020941200,18.598790502578500,20.06981704814140,18.446108888156900,20.208675080250900,19.040849596529100,19.311399498928800,18.111332527369500,19.619123067400300,24.919716549957900,26.101058070737200,12.018898170707200,20.605080330781300,12.374349617739700,22.27933498803960,16.02555363881890,11.437464074652800,12.98629944972410,13.524173665728800,15.700929388851700,13.857624480033300,27.059445959774100,0.0,14.281336887040200,12.362258815459200,14.777815052236000
Hotel Riu Plaza Guadalajara,15.220588106636800,13.830362376993200,14.609207317724500,14.880051007336200,15.290932995828800,11.457994931794500,15.192509730959000,15.277130864028400,16.764629689053700,15.225691003254100,19.74697005307830,17.363496746286800,19.341420758692900,19.42977204364000,14.123787101350400,11.837339473005700,19.861295229003500,19.86705790689380,14.388954478333600,15.809155101602800,14.180477254793400,15.9470564078542,14.802963688017700,15.031333837535800,13.842972167171500,15.34469622443820,20.64370468148270,21.821094075403400,12.635418744501300,16.323757000375900,12.36013104877840,17.998112477454600,12.065535476917200,14.367876876358100,11.302228635366000,16.88368653746560,11.442933512612600,11.858544523305800,22.778505990633200,14.281336887040200,0.0,12.423829566250900,23.103262070614800
Hyatt Regency Andares Guadalajara,17.36865710072790,16.006708879960600,16.75837974610670,17.041195934199600,17.51734039399330,12.51063061097290,17.332418284358900,17.415396665826900,18.934819025486800,17.380077802491900,21.720009038810100,19.383718322012900,21.32258727529310,21.40977492304330,16.249075859215100,13.232489633241700,21.829956815719400,21.841096732515100,16.781598183068500,17.94197375573530,16.3494078310895,18.08152897634370,16.887377541744400,17.26000146683230,16.027036729810600,17.648165415821300,22.807831629251000,24.009538757391500,11.995633504088300,18.568441280408400,7.417842847216490,20.22161880107620,13.783654919167600,11.985201080583000,11.297504509847,15.698574922119900,13.668882184516700,13.066669831104600,24.977211301022700,12.362258815459200,12.423829566250900,0.0,12.79422893750080
Fiesta Americana Guadalajara,14.708027556327000,13.319156737957000,14.095078838306800,14.36925233859480,14.797801547114600,11.20568321801990,14.678268545627700,14.762795514668100,16.260000221852700,14.714432737278400,19.21658049771520,16.835614937814100,18.81149255959770,18.899802057266000,13.603421032385600,11.398364657983200,19.330582150976500,19.33685014235930,13.988721757594500,15.295053652673900,13.66902533874830,15.433560956146500,14.278314157242500,14.538226510955500,13.333655452270100,14.880445724676000,20.142052548229900,21.32571545851150,13.17658960449680,15.838393940879600,12.736583762424200,17.508672298420900,11.543646553482500,14.770784778063900,11.791950960871600,17.42678412405220,35.77701595693880,12.306329098419700,22.28614649443180,14.777815052236000,23.103262070614800,12.79422893750080,0.0